,id,hotel_name,hotel_rating,amenities,address,country,price
849,850,Hometel on Signal Hill,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Concierge, Golf Course, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Non-smoking rooms, Suites",10 St. Joseph's Lane St. John's Newfoundland and Labrador,Canada,116.5294118
850,851,Banberry House Bed and Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Refrigerator in room, Non-smoking rooms",116 Military Rd St. John's Newfoundland and Labrador,Canada,79
851,852,Monastery Spa & Suites,3.5,"Free parking, Free High Speed Internet (WiFi), Spa, Restaurant, Banquet Room, Conference Facilities, Hot Tub, Laundry Service, Meeting rooms, Non-smoking hotel, Public Wifi, Wheelchair Access, Air conditioning, Refrigerator in ",63 Patrick St St. John's Newfoundland and Labrador,Canada,116.5294118
852,853,Capital Hotel,4,"Restaurant, Free High Speed Internet (WiFi), Fitness Centre with Gym or Workout Room, Room service, Free parking, BarorLounge, Banquet Room, Business Centre with Internet Access, Conference Facilities, Dry Cleaning, Laundry Service, ",208 Kenmount Rd St. John's Newfoundland and Labrador,Canada,99
853,854,Blue on Water,4,"Restaurant, BarorLounge, Free High Speed Internet (WiFi), Dry Cleaning, Meeting rooms, Non-smoking hotel, Air conditioning, Family Rooms, Non-smoking rooms",319 Water St St. John's Newfoundland and Labrador,Canada,116.5294118
854,855,Bannerman Park Suites,4.5,"Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",23 Rennie's Mill Rd St. John's Newfoundland and Labrador,Canada,129
855,856,Crossroads Inn & Suites,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Restaurant, BarorLounge, Business Centre with Internet Access, Laundry Service, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Self-Serve Laund",980 Kenmount Rd St. John's Newfoundland and Labrador,Canada,115
856,857,The Inn by Mallard Cottage,5,"Free High Speed Internet (WiFi), Air conditioning",1 & 5 Barrows Rd St. John's Newfoundland and Labrador,Canada,217
857,858,Winsor House,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Golf Course, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Refrigerator in room, Family Rooms, Non-smoking rooms",1 Forest Rd St. John's Newfoundland and Labrador,Canada,152
858,859,The Luxus Boutique Hotel and Lounge,5,"BarorLounge, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Airport transportation, Business Centre with Internet Access, Dry Cleaning, Laundry Service, Non-smoking hotel, Public Wifi, Air",128 Water St St. John's Newfoundland and Labrador,Canada,116.5294118
859,860,Monroe House Executive Guest House,4.5,"Free parking, Free High Speed Internet (WiFi), BarorLounge, Airport transportation, Banquet Room, Business Centre with Internet Access, Conference Facilities, Hot Tub, Meeting rooms, Non-smoking hotel, Public Wifi, Self-Serve Laundr",8 Forest Rd St. John's Newfoundland and Labrador,Canada,99
860,861,Gower Guest House,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Golf Course, Non-smoking hotel, Air conditioning, Non-smoking rooms",180 Gower St St. John's Newfoundland and Labrador,Canada,116.5294118
861,862,Sandman Signature St. John's Hotel,4,"Pool, Room service, Free parking, Restaurant, Free High Speed Internet (WiFi), Fitness Centre with Gym or Workout Room, BarorLounge, Banquet Room, Breakfast Available, Business Centre with Internet Access, Conference Facilities, Hot ",227 Kenmount Rd St. John's Newfoundland and Labrador,Canada,121
862,863,Duckworth Hotel,3.5,"BarorLounge, Restaurant, Free High Speed Internet (WiFi), Meeting rooms, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Non-smoking rooms",331 Duckworth St St. John's Newfoundland and Labrador,Canada,54
863,864,HI St. John's City Hostel,3.5,"Free High Speed Internet (WiFi), Non-smoking hotel, Non-smoking rooms",8 Gower St St. John's Newfoundland and Labrador,Canada,116.5294118
864,865,The Franklin Hotel,3.5,"BarorLounge, Free High Speed Internet (WiFi), Restaurant, Non-smoking hotel, Public Wifi, Self-Serve Laundry, Air conditioning, Refrigerator in room, Non-smoking rooms",193 Water St St. John's Newfoundland and Labrador,Canada,90
865,866,Economy Suites by Homeport,3.5,"Free parking, Free High Speed Internet (WiFi), Fitness Centre with Gym or Workout Room, Business Centre with Internet Access, Concierge, Conference Facilities, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Publi",3 Wadland Cres St. John's Newfoundland and Labrador,Canada,116.5294118
866,867,Cozy Pet Friendly Home,4.0296,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Microwave, Refrigerator in room",104 Seaborn St St. John's Newfoundland and Labrador,Canada,116.5294118
867,868,Rendell - Shea Manor,5,"Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Family Rooms, Non-smoking rooms",82 Cochrane St St. John's Newfoundland and Labrador,Canada,116.5294118
868,869,Memorial University Guest Accommodations,4,"Free High Speed Internet (WiFi), Breakfast included, Pool, Fitness Centre with Gym or Workout Room, Banquet Room, Breakfast Available, Conference Facilities, Meeting rooms, Multilingual Staff, Non-smoking hotel, Public Wifi, Self-Se",40 Livyers Loop St. John's Newfoundland and Labrador,Canada,116.5294118
869,870,The Roses Heritage Inn,4,"Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Family Rooms, Non-smoking rooms, Suites",9 Military Rd St. John's Newfoundland and Labrador,Canada,116.5294118
870,871,The Elizabeth Manor Guesthouse,4.5,"Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Non-smoking rooms, Suites",21 Military Rd St. John's Newfoundland and Labrador,Canada,116.5294118
871,872,Compton House Bed & Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Air conditioning, Refrigerator in room, Non-smoking rooms, Suites",26 Waterford Bridge Rd St. John's Newfoundland and Labrador,Canada,116.5294118
872,873,Balmoral Inn,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Air conditioning, Non-smoking rooms",38 Queen's Rd St. John's Newfoundland and Labrador,Canada,116.5294118
873,874,Winterholme Suites & Spa,4,"Free parking, Spa, Free High Speed Internet (WiFi), Breakfast included, Meeting rooms, Non-smoking rooms, Suites",79 Rennie's Mill Rd St. John's Newfoundland and Labrador,Canada,116.5294118
874,875,The Guv'nor Inn,3.5,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Business Centre with Internet Access, Golf Course, Laundry Service, Meeting rooms, Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator i",389 Elizabeth Ave St. John's Newfoundland and Labrador,Canada,130
875,876,Long's Hill Suites,5,"Free High Speed Internet (WiFi), Room service, Free parking, BarorLounge, Laundry Service, Non-smoking hotel, Public Wifi, Air conditioning, Kitchenette, Non-smoking rooms",69 Long's Hill St. John's Newfoundland and Labrador,Canada,116.5294118
876,877,Hidden Valley Bed and Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Hot Tub, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Self-Serve Laundry, Family Rooms, Non-smoking rooms, Suites",40 Couch Rd Whitehorse Yukon,Canada,116.5294118
877,878,Midnight Sun Inn Bed and Breakfast,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Family Rooms, Kitchenette, Non-smoking rooms",6188 6th Ave Whitehorse Yukon,Canada,116.5294118
878,879,Vangorda Place Bed and Breakfast,3.5,"Free Internet, Free parking, Breakfast included, Non-smoking hotel, Paid Internet, Paid Wifi, Public Wifi, Family Rooms, Kitchenette, Non-smoking rooms",3 Vangorda Pl Whitehorse Yukon,Canada,116.5294118
879,880,Stratford Motel,3.5,"Free parking, Free High Speed Internet (WiFi), Laundry Service, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Non-smoking rooms",401 Jarvis St Whitehorse Yukon,Canada,116.5294118
880,881,Triple B Bed n Breakfast,4,"Free parking, Free High Speed Internet (WiFi), Airport transportation, Laundry Service, Non-smoking hotel, Sauna, Refrigerator in room, Kitchenette",1-2 Aster Pl Whitehorse Yukon,Canada,116.5294118
881,882,Elite Hotel,2.5,"Free High Speed Internet (WiFi), Non-smoking hotel, Refrigerator in room, Non-smoking rooms",206 Jarvis St Whitehorse Yukon,Canada,109
882,883,Coast High Country Inn,4,"Restaurant, Free parking, Free High Speed Internet (WiFi), Fitness Centre with Gym or Workout Room, Room service, BarorLounge, Airport transportation, Banquet Room, Business Centre with Internet Access, Concierge, Conference Facilities",4051 4th Ave Whitehorse Yukon,Canada,136
883,884,Edgewater Hotel,4.5,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Airport transportation, Meeting rooms, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Shuttle Bus Service, Air conditi",101 Main St Whitehorse Yukon,Canada,116.5294118
884,885,Yukon Inn,3.5,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Airport transportation, Business Centre with Internet Access, Laundry Service, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi",4220 4th Ave Whitehorse Yukon,Canada,145
885,886,Best Western Gold Rush Inn,4,"Free High Speed Internet (WiFi), Free parking, Restaurant, BarorLounge, Fitness Centre with Gym or Workout Room, Airport transportation, Banquet Room, Breakfast Available, Business Centre with Internet Access, Conference Facilities, La",411 Main St Whitehorse Yukon,Canada,116.5294118
886,887,Casey's Bed & Breakfast,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Airport transportation, Breakfast Available, Children Activities (Kid or Family Friendly), Golf Course, Hot Tub, Laundry Service, Multilingual Staff, Non-smoking hotel",608 Wood St Whitehorse Yukon,Canada,135
887,888,Canadas Best Value Inn,3,"Free parking, Restaurant, Free High Speed Internet (WiFi), Airport transportation, Breakfast Available, Concierge, Laundry Service, Non-smoking hotel, Public Wifi, Self-Serve Laundry, Refrigerator in room, Non-smoking rooms",102 Wood St Whitehorse Yukon,Canada,116.5294118
888,889,Sundog Retreat,5,"Free parking, Free Internet, Hot Tub, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Sauna, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms",Lot 1160 Policeman's Point Road Whitehorse Yukon,Canada,116.5294118
889,890,Northern Lights Resort & Spa,5,"Free High Speed Internet (WiFi), Free parking, Spa, Breakfast included, Fitness Centre with Gym or Workout Room, Airport transportation, Hot Tub, Non-smoking hotel, Sauna, Refrigerator in room, Kitchenette, Non-smoking rooms",Lot 1178 Gentian Lane Whitehorse Yukon,Canada,116.5294118
890,891,Inn On The Lake,4.5,"Free parking, Restaurant, Free High Speed Internet (WiFi), Spa, Airport transportation, Hot Tub, Non-smoking hotel, Paid Wifi, Pets Allowed ( Dog or Pet Friendly ), Sauna, Shuttle Bus Service, Family Rooms, Kitchenette, Non-smok",Lot 76 Mcclintock Whitehorse Yukon,Canada,116.5294118
891,892,Little Atlin Lodge,5,"Free parking, Airport transportation, Non-smoking hotel, Refrigerator in room, Non-smoking rooms",Km  Whitehorse Yukon,Canada,116.5294118
892,893,Muktuk B&B and Cabins,4.5,"Free parking, Free High Speed Internet (WiFi), Restaurant, Breakfast included, Children Activities (Kid or Family Friendly), Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Shuttle Bus Service, Family Rooms, Non-s",Husky Trail Whitehorse Yukon,Canada,116.5294118
893,894,SKKY Hotel,4,"Free parking, Restaurant, Free High Speed Internet (WiFi), Room service, BarorLounge, Airport transportation, Meeting rooms, Multilingual Staff, Non-smoking hotel, Shuttle Bus Service, Air conditioning, Non-smoking rooms, Suites",91622 Alaska Hwy Whitehorse Yukon,Canada,150
894,895,Beez Kneez Bakpakers,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Self-Serve Laundry, Non-smoking rooms",408 Hoge St Whitehorse Yukon,Canada,116.5294118
895,896,Kaleido Lodge Yukon,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Non-smoking hotel, Public Wifi, Shuttle Bus Service, Family Rooms, Non-smoking rooms, Suites",KM1396 Alaska Hwy Whitehorse Yukon,Canada,116.5294118
896,897,Historical Guest House,4.5,"Free parking, Free High Speed Internet (WiFi), Golf Course, Non-smoking hotel, Public Wifi, Family Rooms, Kitchenette, Non-smoking rooms",5128 5th Ave Whitehorse Yukon,Canada,116.5294118
897,898,The Town and Mountain Hotel,3.5,"Free parking, BarorLounge, Free High Speed Internet (WiFi), Restaurant, Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",401 Main St Whitehorse Yukon,Canada,116.5294118
898,899,Home Bon Accueil,5,"Free High Speed Internet (WiFi), Free parking, Non-smoking hotel, Public Wifi, Non-smoking rooms",240 Alsek Rd Whitehorse Yukon,Canada,116.5294118
899,900,Versleuce Meadows B&B,4.5,"Free High Speed Internet (WiFi), Breakfast included, Free parking, Hot Tub, Laundry Service, Non-smoking hotel, Public Wifi, Shuttle Bus Service, Wheelchair Access, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking roo",22 Wann Rd Whitehorse Yukon,Canada,116.5294118
900,901,Airport Chalet,3.5,"Restaurant, BarorLounge, Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms",91634 Alaska Hwy Whitehorse Yukon,Canada,116.5294118
901,902,Stop In Family Hotel,2,"Free parking, Free High Speed Internet (WiFi), Laundry Service, Non-smoking hotel, Public Wifi, Wheelchair Access, Air conditioning, Refrigerator in room, Non-smoking rooms, Suites",314 Ray St Whitehorse Yukon,Canada,116.5294118
902,903,Mountain Ridge Motel & RV Park,2.5,"Laundry Service, Kitchenette",Mile 9129 Whitehorse Yukon,Canada,116.5294118
903,904,Isaiah Tubbs Resort,3,"Pool, Restaurant, Free parking, Free High Speed Internet (WiFi), BarorLounge, Banquet Room, Meeting rooms, Outdoor pool, Tennis Court, Wheelchair Access, Air conditioning, Microwave, Kitchenette, Non-smoking rooms, Suites",1642 County Road 12 Picton Ontario,Canada,116.5294118
904,905,Merrill House,4.5,"Free parking, Restaurant, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Air conditioning, Family Rooms, Non-smoking rooms, Suites",343 Main Street East Picton Ontario,Canada,116.5294118
905,906,The Miller's House Bed and Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Air conditioning, Non-smoking rooms, Suites",2843 County Road 10 Ontario,Canada,116.5294118
906,907,Jackson's Falls Country Inn,5,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Breakfast included, Meeting rooms, Non-smoking hotel, Public Wifi, Air conditioning, Family Rooms, Non-smoking rooms, Suites",1768 County Rd 17 Ontario,Canada,116.5294118
907,908,AWAY in the County,5,"Free High Speed Internet (WiFi), Free parking, Breakfast included, Air conditioning",166 County Rd 18 Picton Ontario,Canada,116.5294118
908,909,The Manse Boutique Inn & Spa,5,"Pool, Free parking, Spa, Free High Speed Internet (WiFi), Breakfast included, Hot Tub, Non-smoking hotel, Air conditioning, Accessible rooms, Family Rooms, Non-smoking rooms",10 Chapel St Picton Ontario,Canada,116.5294118
909,910,The Waring House,3.5,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Breakfast included, Banquet Room, Breakfast Available, Conference Facilities, Hot Tub, Meeting rooms, Non-smoking hotel, Public Wifi, Wheelchair Access, Air",395 Sandy Hook Road Picton Ontario,Canada,116.5294118
910,911,Mapiya Retreat,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Room service, Laundry Service, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Family Rooms, Non-smoking rooms",County Rd. 7 Picton Ontario,Canada,116.5294118
911,912,Merland Park Cottages,4,"Pool, Free parking, Free High Speed Internet (WiFi), Children Activities (Kid or Family Friendly), Multilingual Staff, Pets Allowed ( Dog or Pet Friendly ), Air conditioning, Microwave, Refrigerator in room",12488 Loyalist Pky Picton Ontario,Canada,250
912,913,The Edwardian House Bed and Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Air conditioning, Non-smoking rooms",352 Picton Main St Picton Ontario,Canada,116.5294118
913,914,Sandbanks Beach Resort,4,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Air conditioning, Refrigerator in room",1818 County Road 12 Picton Ontario,Canada,116.5294118
914,915,West Lake Willows,5,"Free parking, Free High Speed Internet (WiFi), Children Activities (Kid or Family Friendly), Self-Serve Laundry, Air conditioning, Microwave, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms",2028 County Road 12 Picton Ontario,Canada,116.5294118
915,916,Bee's Knees BnB & Art Studio,5,"Free High Speed Internet (WiFi), Air conditioning",15 Cumberland St Picton Ontario,Canada,116.5294118
916,917,Grove Cottage Bed & Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Non-smoking rooms",13922 Loyalist Pky Picton Ontario,Canada,116.5294118
917,918,Eleven Centre Guest Suites,5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Self-Serve Laundry, Air conditioning, Microwave, Refrigerator in room, Non-smoking rooms, Suites",11 Centre St Picton Ontario,Canada,116.5294118
918,919,Quinte's Isle Campark,4,"Pool, Restaurant, Children Activities (Kid or Family Friendly), Paid Wifi, Pets Allowed ( Dog or Pet Friendly ), Self-Serve Laundry, Tennis Court",237 Salmon Point Rd Picton Ontario,Canada,116.5294118
919,920,Black River Bed & Breakfast,5,"Free parking, Free High Speed Internet (WiFi), BarorLounge, Non-smoking hotel, Air conditioning, Non-smoking rooms",68 Morrisson Point Rd Ontario,Canada,116.5294118
920,921,The Chatsworth Suites,4.5,"Free parking, Breakfast included, Free High Speed Internet (WiFi), Air conditioning, Kitchenette, Suites",6 Centre St Picton Ontario,Canada,116.5294118
921,922,Cindy's Bed & Breakfast,4.5,"Pool, Free parking, Free High Speed Internet (WiFi), Breakfast included, Babysitting, Children Activities (Kid or Family Friendly), Non-smoking hotel, Air conditioning, Non-smoking rooms",29 Argyle Cres Picton Ontario,Canada,116.5294118
922,923,Doll House Bed and Breakfast at Sandbanks,4.5,"Free parking, Air conditioning, Microwave, Refrigerator in room",183 Winns Dr Picton Ontario,Canada,116.5294118
923,924,Smugglers Cove RV Resort,4,"Pool, Free parking, Children Activities (Kid or Family Friendly), Pets Allowed ( Dog or Pet Friendly )",3187 County Road 13 Picton Ontario,Canada,116.5294118
924,925,Lake on the Mountain Resort,3.5,"Free Internet, Free parking, Restaurant, Refrigerator in room, Kitchenette, Non-smoking rooms",268 County Road 7 Picton Ontario,Canada,116.5294118
925,926,Sleepy Hallowell Bed and Breakfast,4.5,"Pool, Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Air conditioning, Non-smoking rooms",9 Upper Lake Stree Picton Ontario,Canada,116.5294118
926,927,Harrington House B&B,3.5,"Pool, Free Internet, Free parking, Hot Tub, Non-smoking hotel, Air conditioning, Refrigerator in room, Non-smoking rooms",71 Union St Picton Ontario,Canada,116.5294118
927,928,Edgewater Family Campground,3,"Free parking, Free High Speed Internet (WiFi), Children Activities (Kid or Family Friendly), Paid Wifi",191 Winns Dr Picton Ontario,Canada,116.5294118
928,929,Coast Hillcrest Hotel,4.5,"Free parking, Restaurant, Room service, Fitness Centre with Gym or Workout Room, Free High Speed Internet (WiFi), BarorLounge, Spa, Banquet Room, Business Centre with Internet Access, Conference Facilities, Dry Cleaning, Hot Tub, L",2100 Oak Drive Revelstoke British Columbia,Canada,116.5294118
929,930,Stoke Hotel,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Shuttle Bus Service, Air conditioning, Microwave, Refrigerator in room, Ac",1911 Fraser Dr Revelstoke British Columbia,Canada,91
930,931,Boulder Mountain Resort,4,"Free parking, Free High Speed Internet (WiFi), Hot Tub, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Self-Serve Laundry, Air conditioning, Microwave, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms, ",3069 Trans Canada Hwy Revelstoke British Columbia,Canada,179
931,932,Revelstoke Campground,3.5,"Pool, Free Internet, Free parking, Children Activities (Kid or Family Friendly), Pets Allowed ( Dog or Pet Friendly )",2411 KOA Road Revelstoke British Columbia,Canada,109
932,933,Ramada by Wyndham Revelstoke,4,"Pool, Free parking, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Business Centre with Internet Access, Electric vehicle charging station, Heated pool, Hot Tub, Indoor pool, Laundry Serv",1750 Trans Canada Highway Revelstoke British Columbia,Canada,123
933,934,Best Western Plus Revelstoke,4.5,"Free High Speed Internet (WiFi), Pool, Free parking, Spa, Breakfast included, Fitness Centre with Gym or Workout Room, Banquet Room, Breakfast Available, Business Centre with Internet Access, Conference Facilities, Dry Cleaning, Hea",1925 Laforme Blvd Revelstoke British Columbia,Canada,190
934,935,Swiss Chalet Motel,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Non-smoking rooms",1101 Victoria Rd West Revelstoke British Columbia,Canada,104
935,936,The Cube Hotel,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included",311 Campbell Avenue Revelstoke British Columbia,Canada,116.5294118
936,937,The Explorers Society Hotel,5,"Restaurant, BarorLounge, Free High Speed Internet (WiFi), Breakfast included, Banquet Room, Breakfast Available, Concierge, Hot Tub, Multilingual Staff, Non-smoking hotel, Public Wifi, Wheelchair Access, Air conditioning, Miniba",109-111 First Street West Revelstoke British Columbia,Canada,279
937,938,Cornerstone Bed and Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Laundry Service, Non-smoking hotel, Public Wifi, Air conditioning, Family Rooms, Non-smoking rooms",1980 Spruce Rd Revelstoke British Columbia,Canada,116.5294118
938,939,Valley Retreat Bed & Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Hot Tub, Non-smoking hotel, Public Wifi, Air conditioning, Family Rooms, Non-smoking rooms, Suites",3250 Airport Way Revelstoke British Columbia,Canada,120
939,940,McCarty House Inn B&B,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Family Rooms, Non-smoking rooms",400 Mackenzie Avenue Revelstoke British Columbia,Canada,149
940,941,Alpenrose Bed and Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Hot Tub, Non-smoking hotel, Public Wifi, Air conditioning, Non-smoking rooms",1524 Nichol Rd Revelstoke British Columbia,Canada,116.5294118
941,942,Courthouse Inn Revelstoke,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Air conditioning, Non-smoking rooms",312 Kootenay Street Revelstoke British Columbia,Canada,116.5294118
942,943,Days Inn & Suites by Wyndham Revelstoke,3.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Golf Course, Hot Tub, Laundry Service, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Self-Serve ",301 Wright St Revelstoke British Columbia,Canada,116.5294118
943,944,Revelstoke Lodge,4,"Free parking, Free High Speed Internet (WiFi), Multilingual Staff, Air conditioning, Microwave, Refrigerator in room, Non-smoking rooms",601 First Street West Revelstoke British Columbia,Canada,79
944,945,Glacier House Resort,4,"Pool, Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Breakfast Available, Heated pool, Hot Tub, Indoor pool, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Sauna, W",1870 Glacier Lane Revelstoke British Columbia,Canada,116.5294118
945,946,Three Valley Lake Chateau & Ghost Town,3.5,"Pool, Free parking, Restaurant, Free Internet, Children Activities (Kid or Family Friendly), Heated pool, Hot Tub, Indoor pool, Laundry Service, Meeting rooms, Non-smoking hotel, Public Wifi, Self-Serve Laundry, Wheelchair Acces",8903 Trans Canada Hwy Revelstoke British Columbia,Canada,116.5294118
946,947,Journey's Perch Guesthouse,5,"Free High Speed Internet (WiFi), Free parking, Non-smoking hotel, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms",1502 Mountain View Dr Revelstoke British Columbia,Canada,116.5294118
947,948,Holten Heritage House,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Air conditioning, Refrigerator in room, Family Rooms, Non-smoking rooms",1221 First Street West Revelstoke British Columbia,Canada,116.5294118
948,949,Monashee Lodge,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Golf Course, Non-smoking hotel, Public Wifi, Self-Serve Laundry, Air conditioning, Refrigerator in room, Family Rooms, Non-smoking rooms",1601W 3rd Street Revelstoke British Columbia,Canada,89
949,950,Powder Pillow Bed & Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Laundry Service, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Air conditioning, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",1103 Pine Ridge Cres Revelstoke British Columbia,Canada,116.5294118
950,951,The Pines Bed & Breakfast,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Laundry Service, Public Wifi, Self-Serve Laundry, Non-smoking rooms",1550 Prail Rd Revelstoke British Columbia,Canada,140
951,952,Guesthouse Mountain Escape,5,"Free parking, Free High Speed Internet (WiFi), Golf Course, Hot Tub, Non-smoking hotel, Air conditioning, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms",1640 Galt Cres Revelstoke British Columbia,Canada,116.5294118
952,953,7 Acres Bed & Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Air conditioning, Non-smoking rooms",2286 Big Eddy Road Revelstoke British Columbia,Canada,116.5294118
953,954,Inn on the River,4.5,"Free parking, Free High Speed Internet (WiFi), Hot Tub, Non-smoking hotel, Public Wifi, Microwave, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms",523 Third St W Revelstoke British Columbia,Canada,116.5294118
954,955,Mulvehill Creek Wilderness Inn and Wedding Chapel,4.5,"Pool, Free parking, Breakfast included, Room service, BarorLounge, Free High Speed Internet (WiFi), Banquet Room, Business Centre with Internet Access, Concierge, Conference Facilities, Hot Tub, Meeting rooms, Multilingual Staff,",1220-4200 Highway 23 South Revelstoke British Columbia,Canada,116.5294118
955,956,Noah's Ark Resort,4,"Free parking, Free Internet, Business Centre with Internet Access, Children Activities (Kid or Family Friendly), Laundry Service, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Refrigerator in room",4955 Camp Creek Rd Revelstoke British Columbia,Canada,116.5294118
956,957,Mountain View Motel,3.5,"Free parking, Free High Speed Internet (WiFi), Laundry Service, Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator in room, Accessible rooms, Family Rooms, Kitchenette, Non-smoking rooms",1017 First St. West Revelstoke British Columbia,Canada,116.5294118
